N;F0;PER;d0;v0;collision
3;-2;0.350000;5728000;25;0
7;-8;0.350000;5546000;54;0
8;-8;0.290000;5300000;35;0
3;-3;0.370000;6080000;78;0
4;-4;0.310000;5225000;26;0
8;-1;0.440000;7875000;82;0
3;-4;0.370000;7185000;81;0
8;-6;0.370000;4096000;88;1
5;-2;0.250000;6089000;10;0
4;-4;0.210000;6750000;37;0
8;-8;0.380000;6036000;55;1
8;-4;0.380000;5630000;33;0
7;-4;0.450000;7997000;70;1
7;-6;0.230000;6502000;17;0
4;-6;0.240000;5332000;71;0
7;-4;0.450000;6444000;22;0
8;-4;0.390000;6173000;83;0
7;-3;0.480000;4476000;86;0
5;-2;0.480000;6171000;82;0
6;-3;0.330000;7252000;78;0
4;-6;0.440000;6271000;77;0
5;-3;0.440000;8376000;55;0
3;-8;0.290000;6742000;79;0
4;-2;0.210000;8056000;14;0
6;-3;0.400000;8054000;67;0
7;-3;0.290000;5751000;24;0
5;-7;0.360000;5621000;21;0
5;-2;0.400000;4775000;23;0
8;-8;0.360000;5430000;10;0
3;-4;0.450000;6210000;13;0
3;-8;0.340000;6803000;33;0
4;-3;0.360000;4846000;17;0
5;-1;0.490000;4784000;62;0
4;-5;0.390000;7101000;38;0
6;-8;0.370000;8481000;60;0
3;-1;0.280000;4788000;75;0
3;-2;0.430000;5623000;46;0
8;-3;0.320000;8731000;65;0
3;-8;0.370000;5188000;16;0
3;-3;0.200000;4352000;70;0
5;-6;0.400000;6279000;11;0
6;-6;0.300000;8969000;88;0
3;-1;0.270000;4949000;88;0
8;-7;0.390000;6312000;37;0
4;-2;0.470000;4563000;79;0
8;-4;0.360000;6654000;83;0
3;-4;0.440000;4078000;41;0
4;-3;0.240000;8664000;46;0
5;-5;0.460000;7277000;36;0
8;-2;0.260000;6686000;70;0
3;-8;0.400000;6640000;35;0
8;-1;0.200000;6041000;69;0
3;-7;0.200000;8356000;58;0
8;-2;0.400000;6047000;42;0
6;-3;0.230000;7904000;27;0
7;-2;0.420000;5599000;12;0
5;-4;0.320000;6024000;20;0
4;-6;0.250000;5152000;48;0
8;-3;0.380000;7779000;24;0
5;-4;0.370000;6480000;76;0
4;-7;0.220000;4246000;27;0
7;-4;0.350000;6089000;79;0
3;-7;0.330000;7474000;22;0
8;-7;0.330000;7097000;40;0
8;-2;0.420000;5381000;83;0
5;-3;0.290000;4652000;34;0
8;-7;0.460000;6441000;12;0
6;-5;0.400000;5965000;22;0
6;-6;0.270000;4876000;71;0
5;-8;0.380000;6592000;81;0
5;-4;0.430000;5742000;42;0
5;-6;0.390000;8907000;30;0
8;-4;0.210000;6525000;19;0
5;-8;0.240000;8969000;50;0
7;-8;0.410000;8268000;68;0
4;-8;0.350000;5488000;89;1
5;-8;0.240000;6068000;68;0
6;-6;0.480000;7535000;72;1
8;-2;0.290000;4658000;77;0
7;-4;0.370000;5427000;40;0
3;-2;0.240000;4686000;31;0
5;-7;0.240000;6985000;19;0
8;-4;0.250000;6624000;38;0
7;-5;0.250000;6426000;27;0
8;-5;0.250000;8533000;85;1
7;-4;0.340000;6432000;26;0
5;-8;0.270000;8651000;87;0
6;-2;0.440000;7742000;54;0
8;-2;0.280000;8101000;14;0
7;-1;0.430000;6252000;55;0
6;-8;0.410000;4356000;34;0
8;-3;0.490000;7625000;76;0
3;-5;0.450000;7883000;82;0
8;-6;0.200000;7060000;17;0
5;-7;0.480000;4758000;40;0
3;-4;0.480000;6849000;18;0
5;-2;0.330000;8129000;25;0
3;-2;0.380000;6895000;85;0
3;-5;0.270000;4982000;64;0
4;-7;0.340000;8868000;46;0
8;-3;0.210000;7952000;66;0
6;-8;0.220000;5288000;15;0
5;-7;0.450000;7090000;41;0
8;-3;0.490000;8738000;82;0
4;-7;0.420000;5614000;67;0
4;-6;0.220000;7305000;50;0
3;-3;0.420000;4422000;41;0
4;-3;0.310000;5019000;20;0
8;-4;0.420000;4231000;70;1
8;-4;0.400000;8133000;53;0
8;-5;0.450000;4182000;21;0
6;-4;0.210000;4238000;42;0
3;-7;0.400000;6933000;66;0
8;-7;0.300000;5055000;86;0
5;-8;0.390000;5641000;38;0
5;-3;0.350000;8806000;26;0
6;-5;0.300000;4447000;13;0
8;-5;0.470000;8738000;71;1
7;-4;0.430000;4385000;58;0
4;-4;0.380000;7347000;74;0
8;-2;0.210000;7473000;23;0
7;-3;0.260000;8953000;14;0
6;-3;0.480000;7368000;74;1
4;-6;0.200000;8286000;53;0
4;-4;0.250000;8965000;40;0
3;-7;0.470000;6998000;77;0
5;-4;0.350000;7572000;16;0
4;-2;0.210000;6341000;63;0
3;-8;0.420000;7437000;13;0
7;-7;0.360000;4686000;34;1
7;-1;0.290000;8841000;22;0
3;-2;0.240000;8011000;51;0
6;-3;0.410000;6880000;46;0
6;-4;0.450000;5787000;36;1
7;-7;0.260000;5432000;42;0
3;-3;0.220000;7604000;14;0
6;-3;0.290000;5001000;11;0
3;-8;0.380000;5603000;84;0
5;-8;0.440000;5451000;40;0
6;-8;0.490000;7119000;43;1
8;-3;0.290000;4204000;47;0
6;-5;0.250000;4097000;31;0
8;-4;0.450000;4295000;55;0
3;-3;0.430000;5688000;38;0
6;-3;0.320000;8770000;57;0
3;-3;0.430000;7005000;11;0
7;-6;0.260000;7332000;51;0
6;-7;0.280000;7662000;65;0
3;-8;0.300000;5486000;78;0
5;-2;0.200000;5899000;47;0
4;-3;0.420000;5450000;69;0
4;-5;0.460000;6889000;59;0
8;-5;0.470000;4003000;37;0
3;-4;0.460000;5704000;33;0
5;-4;0.470000;7455000;70;1
5;-7;0.280000;7042000;74;0
8;-6;0.390000;5280000;69;0
6;-2;0.370000;6656000;52;0
6;-5;0.480000;4906000;86;1
7;-2;0.220000;4050000;21;0
6;-2;0.440000;7459000;40;0
6;-7;0.220000;8443000;28;0
3;-2;0.330000;5163000;38;0
4;-8;0.400000;7358000;24;0
7;-4;0.360000;8760000;73;0
4;-2;0.370000;5685000;80;0
3;-5;0.260000;5477000;15;0
6;-6;0.460000;7208000;24;0
7;-6;0.440000;6791000;27;0
3;-5;0.410000;4596000;33;0
8;-1;0.300000;5207000;12;0
5;-7;0.300000;4590000;19;0
8;-3;0.230000;4334000;40;0
3;-3;0.410000;8205000;35;0
6;-6;0.340000;7939000;16;0
5;-5;0.480000;7917000;62;0
7;-3;0.440000;6067000;89;0
7;-8;0.260000;8688000;78;0
7;-6;0.450000;6175000;51;1
8;-8;0.370000;7310000;55;0
3;-7;0.350000;8322000;16;0
5;-4;0.310000;8773000;32;0
7;-2;0.270000;4453000;60;0
3;-8;0.270000;5967000;85;0
3;-1;0.360000;6563000;77;0
3;-1;0.350000;4989000;14;0
8;-7;0.200000;5476000;57;0
5;-2;0.200000;7772000;46;0
6;-5;0.470000;4965000;85;1
8;-7;0.270000;7045000;10;0
8;-5;0.380000;8375000;38;0
5;-3;0.210000;8528000;27;0
5;-3;0.210000;5230000;63;0
3;-8;0.470000;8004000;55;0
8;-8;0.490000;6219000;10;0
6;-6;0.430000;7870000;38;0
3;-6;0.220000;4074000;37;0
3;-5;0.420000;7691000;13;0
4;-1;0.200000;6386000;52;0
6;-2;0.330000;6502000;68;0
3;-2;0.330000;6123000;86;0
7;-7;0.230000;7870000;28;0
6;-7;0.450000;6281000;47;1
3;-7;0.450000;8397000;26;0
8;-2;0.430000;4758000;48;0
4;-6;0.380000;7317000;82;0
8;-5;0.230000;8576000;89;0
8;-3;0.240000;5908000;38;0
4;-8;0.240000;8192000;67;0
4;-6;0.460000;6843000;58;0
6;-8;0.280000;4433000;86;1
4;-6;0.280000;4252000;36;0
8;-2;0.250000;6838000;70;0
7;-5;0.400000;4984000;30;0
3;-2;0.420000;8191000;65;0
5;-1;0.230000;7838000;71;0
4;-3;0.400000;4022000;15;0
3;-5;0.290000;4422000;63;0
4;-8;0.340000;8164000;83;1
7;-4;0.450000;8500000;16;0
5;-5;0.470000;4234000;51;0
7;-7;0.320000;7963000;18;0
3;-6;0.450000;7909000;63;0
3;-1;0.430000;6806000;86;0
6;-2;0.400000;6895000;40;0
6;-5;0.360000;4467000;74;0
7;-3;0.440000;4661000;45;0
6;-5;0.470000;5187000;29;0
7;-4;0.230000;7361000;28;0
5;-3;0.210000;5088000;65;0
8;-5;0.210000;7374000;54;0
8;-6;0.300000;7975000;86;0
7;-3;0.220000;8909000;39;0
8;-8;0.200000;7594000;10;0
7;-2;0.200000;4903000;40;0
4;-6;0.270000;5698000;68;0
8;-5;0.270000;5314000;87;1
8;-8;0.230000;8488000;74;1
5;-7;0.490000;6028000;55;0
6;-8;0.250000;8799000;47;0
6;-8;0.470000;4730000;67;1
4;-6;0.370000;6464000;89;0
3;-3;0.350000;6859000;16;0
3;-3;0.490000;6216000;69;0
5;-3;0.370000;6791000;88;0
5;-2;0.470000;7215000;29;0
3;-8;0.420000;5355000;16;0
6;-8;0.310000;5957000;76;0
4;-8;0.400000;4248000;39;0
8;-2;0.290000;6347000;43;0
3;-4;0.360000;8128000;47;0
5;-4;0.220000;4221000;43;0
5;-2;0.370000;5071000;15;0
4;-8;0.320000;8215000;42;0
4;-7;0.260000;7947000;62;0
8;-6;0.460000;8153000;47;0
6;-5;0.310000;6543000;32;0
7;-5;0.370000;6397000;69;0
5;-4;0.350000;5274000;51;0
4;-7;0.440000;8546000;54;0
6;-6;0.400000;6355000;60;0
7;-3;0.340000;5100000;26;0
5;-8;0.430000;8206000;59;0
5;-7;0.300000;4385000;16;0
5;-8;0.280000;8085000;28;0
7;-8;0.340000;5435000;25;0
4;-4;0.280000;7677000;86;0
8;-5;0.410000;5315000;62;0
7;-6;0.460000;8879000;71;0
3;-4;0.490000;8232000;29;0
7;-8;0.380000;8830000;48;0
7;-4;0.310000;8555000;29;0
3;-5;0.230000;7026000;22;0
8;-7;0.280000;4563000;15;0
6;-2;0.280000;6855000;84;0
3;-7;0.280000;6681000;74;0
6;-2;0.390000;8386000;43;0
5;-5;0.370000;6883000;84;0
5;-4;0.420000;6050000;86;0
6;-3;0.370000;4187000;73;0
4;-3;0.300000;6469000;80;0
5;-2;0.450000;6734000;18;0
6;-2;0.490000;5879000;20;0
8;-6;0.270000;4544000;18;0
5;-4;0.270000;4353000;47;0
5;-3;0.210000;4073000;68;0
3;-7;0.490000;4491000;63;1
8;-5;0.320000;7130000;52;0
6;-8;0.220000;6169000;23;0
6;-5;0.420000;7865000;72;0
8;-5;0.200000;4065000;31;0
3;-2;0.340000;8811000;65;0
6;-8;0.230000;6704000;73;0
8;-4;0.450000;4733000;71;0
3;-8;0.260000;4162000;25;0
4;-5;0.320000;4010000;21;0
3;-2;0.410000;8836000;10;0
5;-5;0.300000;6926000;29;0
3;-4;0.330000;7464000;13;0
8;-6;0.440000;6675000;23;0
3;-2;0.370000;5626000;40;0
6;-3;0.370000;5424000;29;0
6;-4;0.350000;4127000;41;0
8;-7;0.200000;5381000;88;0
4;-5;0.320000;6706000;35;0
5;-2;0.440000;4298000;51;0
6;-4;0.400000;7101000;57;0
7;-4;0.430000;7443000;30;0
6;-7;0.400000;8396000;30;0
7;-5;0.360000;6177000;36;0
3;-7;0.410000;5154000;27;0
8;-5;0.410000;7460000;56;0
6;-3;0.480000;5930000;55;1
7;-8;0.200000;4563000;86;0
3;-6;0.250000;8120000;15;0
3;-8;0.310000;5290000;41;0
7;-4;0.320000;4915000;59;0
5;-7;0.250000;4662000;40;0
5;-7;0.470000;7687000;77;0
6;-4;0.320000;6232000;73;0
6;-4;0.450000;8085000;85;1
4;-7;0.370000;8821000;27;0
5;-8;0.340000;7493000;78;0
4;-4;0.280000;7216000;59;0
3;-6;0.370000;8020000;62;0
4;-3;0.260000;6118000;42;0
3;-4;0.480000;4745000;72;1
8;-7;0.400000;7978000;54;1
4;-7;0.440000;7129000;16;0
5;-3;0.460000;7851000;11;0
6;-3;0.330000;4819000;53;1
5;-1;0.460000;4735000;57;0
6;-2;0.250000;5572000;75;0
7;-3;0.360000;4769000;84;1
3;-4;0.440000;7839000;36;0
5;-4;0.340000;5949000;16;0
3;-6;0.290000;6588000;43;0
8;-3;0.360000;8205000;76;0
8;-6;0.450000;6501000;40;0
4;-4;0.200000;5057000;61;0
5;-6;0.430000;6501000;25;0
3;-8;0.200000;4267000;57;0
7;-8;0.330000;8246000;47;0
7;-1;0.310000;4019000;37;0
8;-2;0.300000;4020000;62;0
5;-5;0.380000;4829000;26;0
5;-8;0.420000;8961000;67;0
6;-6;0.430000;7995000;13;0
7;-2;0.320000;8195000;10;0
3;-4;0.330000;5126000;17;0
7;-2;0.330000;7414000;86;0
4;-6;0.350000;4855000;37;0
7;-2;0.290000;7127000;19;0
3;-2;0.250000;4286000;31;0
3;-1;0.450000;6976000;54;0
3;-1;0.230000;8171000;53;0
4;-1;0.230000;5256000;71;0
7;-6;0.260000;6021000;27;0
3;-3;0.230000;4683000;78;0
8;-2;0.370000;7150000;44;0
5;-3;0.240000;6035000;52;0
7;-4;0.220000;4302000;42;0
3;-7;0.220000;6438000;20;0
5;-6;0.310000;4323000;81;0
3;-3;0.480000;5705000;37;0
5;-8;0.490000;5532000;26;0
8;-3;0.380000;5919000;34;0
4;-8;0.230000;5193000;11;0
5;-1;0.370000;7839000;67;0
7;-6;0.240000;7125000;18;0
3;-5;0.290000;4738000;12;0
5;-2;0.420000;6950000;46;0
7;-3;0.330000;5769000;60;0
3;-3;0.300000;5864000;55;0
5;-8;0.290000;5255000;21;0
6;-7;0.280000;5854000;40;0
6;-8;0.370000;7763000;46;0
4;-7;0.390000;5799000;31;0
5;-3;0.250000;5697000;40;0
3;-5;0.200000;8840000;68;0
8;-7;0.270000;8124000;32;0
7;-1;0.200000;5168000;81;0
8;-3;0.360000;8536000;13;0
8;-3;0.360000;5646000;71;0
3;-5;0.280000;6771000;75;0
7;-5;0.410000;5732000;25;0
8;-6;0.260000;4276000;60;0
8;-4;0.480000;7501000;69;1
6;-8;0.390000;8828000;83;0
6;-4;0.290000;6525000;41;0
6;-7;0.270000;5428000;64;0
6;-7;0.420000;8569000;64;0
7;-3;0.250000;6410000;24;0
8;-3;0.320000;8393000;39;0
5;-5;0.230000;7016000;83;0
7;-7;0.480000;4416000;39;0
4;-4;0.390000;8210000;53;0
8;-7;0.480000;8592000;34;1
5;-5;0.260000;4600000;22;0
6;-5;0.370000;6121000;21;0
3;-6;0.350000;4805000;32;0
5;-2;0.240000;7894000;52;0
4;-2;0.460000;5931000;49;0
4;-3;0.490000;8760000;62;0
6;-2;0.320000;6622000;23;0
6;-8;0.270000;6848000;68;0
6;-3;0.460000;4550000;52;1
3;-8;0.490000;4909000;66;1
4;-3;0.340000;8656000;32;0
4;-4;0.490000;6601000;21;0
6;-3;0.260000;6694000;43;0
3;-2;0.350000;4200000;82;0
3;-6;0.240000;7285000;21;0
5;-6;0.310000;7155000;18;0
7;-8;0.260000;4130000;59;0
3;-1;0.400000;8892000;54;0
7;-5;0.290000;4471000;73;0
5;-6;0.490000;4491000;46;0
6;-4;0.490000;4283000;35;0
6;-8;0.270000;5477000;34;0
6;-4;0.330000;7827000;30;0
3;-8;0.290000;8289000;87;0
8;-2;0.380000;8903000;79;0
5;-5;0.470000;4669000;82;1
6;-4;0.410000;4440000;64;0
6;-8;0.470000;4308000;61;1
5;-8;0.250000;5478000;59;0
7;-3;0.210000;6140000;86;0
3;-4;0.300000;6735000;39;0
5;-7;0.310000;5168000;71;0
3;-6;0.230000;6321000;35;0
5;-8;0.340000;4746000;81;1
3;-4;0.230000;7852000;20;0
7;-2;0.450000;8563000;28;0
6;-4;0.450000;8358000;57;0
3;-8;0.230000;4550000;16;0
8;-2;0.380000;5397000;67;0
5;-4;0.480000;7556000;45;0
5;-3;0.450000;7720000;41;0
8;-4;0.440000;8919000;13;0
8;-1;0.420000;5106000;64;0
8;-4;0.230000;4334000;48;0
6;-2;0.220000;4116000;36;0
6;-8;0.420000;6812000;60;1
8;-4;0.360000;4070000;41;0
7;-4;0.460000;5573000;80;0
4;-4;0.400000;7827000;61;0
3;-8;0.210000;4344000;33;0
6;-3;0.450000;5802000;77;1
7;-3;0.280000;6145000;77;0
4;-2;0.210000;5854000;18;0
6;-1;0.300000;5843000;57;0
5;-4;0.390000;4156000;20;0
3;-4;0.440000;5810000;62;0
4;-6;0.240000;7928000;27;0
7;-3;0.310000;7788000;64;0
6;-6;0.240000;5025000;45;0
7;-3;0.310000;4531000;61;0
6;-8;0.460000;7463000;50;0
5;-2;0.250000;5963000;37;0
6;-8;0.420000;5038000;44;0
7;-1;0.330000;6353000;19;0
6;-2;0.210000;5237000;27;0
7;-4;0.210000;5051000;16;0
4;-6;0.490000;8535000;84;0
6;-4;0.210000;7163000;74;0
3;-2;0.320000;8878000;44;0
4;-6;0.210000;4463000;63;0
4;-6;0.280000;8951000;39;0
3;-8;0.450000;5515000;85;1
8;-8;0.270000;6679000;36;0
4;-3;0.280000;7176000;59;0
8;-8;0.420000;4820000;76;1
4;-7;0.330000;5939000;79;1
7;-1;0.400000;7713000;43;0
8;-4;0.380000;6601000;66;0
6;-5;0.360000;5323000;38;0
7;-8;0.340000;4217000;21;0
7;-6;0.400000;8843000;46;0
3;-2;0.340000;5721000;45;0
7;-2;0.240000;8817000;65;0
4;-5;0.470000;8135000;50;0
8;-6;0.480000;7955000;79;1
4;-4;0.410000;7492000;49;0
7;-4;0.480000;4878000;47;0
4;-3;0.430000;7617000;11;0
8;-7;0.460000;5868000;47;1
7;-8;0.440000;6649000;77;1
6;-7;0.200000;6737000;18;0
4;-7;0.400000;6928000;82;0
4;-7;0.360000;4888000;58;1
6;-5;0.420000;7044000;44;0
3;-7;0.360000;8706000;32;0
5;-3;0.270000;4631000;25;0
5;-5;0.440000;8292000;49;0
6;-1;0.280000;8665000;10;0
7;-2;0.230000;6220000;44;0
4;-1;0.350000;5238000;83;0
4;-5;0.200000;8798000;78;0
5;-2;0.330000;8941000;54;0
7;-3;0.240000;5257000;29;0
7;-4;0.430000;5240000;42;0
5;-7;0.400000;7974000;24;0
5;-7;0.340000;7712000;45;0
6;-2;0.300000;5876000;73;0
3;-6;0.380000;8950000;25;0
8;-6;0.280000;4576000;44;0
4;-4;0.430000;5430000;16;0
6;-4;0.280000;6079000;69;0
8;-3;0.480000;8785000;53;1
3;-8;0.390000;6808000;24;0
7;-8;0.310000;5246000;57;0
8;-6;0.460000;6106000;68;1
4;-4;0.290000;6232000;17;0
4;-8;0.420000;6382000;34;0
3;-2;0.360000;5921000;43;0
3;-8;0.310000;8681000;49;0
6;-7;0.230000;4417000;30;0
8;-5;0.340000;8617000;80;0
4;-3;0.230000;6533000;88;0
4;-3;0.360000;4138000;24;0
7;-5;0.300000;8704000;34;0
4;-4;0.210000;4810000;38;0
7;-8;0.410000;7308000;11;0
3;-3;0.480000;4506000;37;0
3;-3;0.370000;7587000;16;0
3;-2;0.390000;5614000;81;0
7;-4;0.200000;7719000;85;0
8;-3;0.220000;5355000;48;0
4;-1;0.220000;5159000;77;0
7;-7;0.360000;4733000;60;1
6;-6;0.340000;6104000;43;0
7;-6;0.380000;4057000;18;0
6;-3;0.430000;8020000;89;0
7;-8;0.340000;8540000;59;0
6;-4;0.270000;8275000;80;0
8;-1;0.280000;6907000;83;0
6;-6;0.440000;5289000;55;1
6;-6;0.330000;7993000;12;0
4;-4;0.420000;6084000;45;0
7;-5;0.400000;4763000;56;0
3;-1;0.320000;8199000;49;0
6;-6;0.230000;4518000;64;0
5;-4;0.230000;4321000;52;0
8;-6;0.250000;4840000;37;0
6;-2;0.330000;5612000;40;0
3;-2;0.230000;8339000;77;0
7;-8;0.430000;8154000;80;1
6;-3;0.350000;8882000;21;0
5;-7;0.240000;8699000;76;0
3;-3;0.310000;6067000;74;0
3;-5;0.420000;4883000;21;0
3;-6;0.290000;7065000;34;0
6;-2;0.480000;7264000;59;0
6;-8;0.230000;8724000;62;0
4;-7;0.420000;6024000;64;0
7;-5;0.230000;7752000;47;0
8;-8;0.320000;5632000;28;0
5;-7;0.400000;6409000;32;0
3;-8;0.470000;6295000;69;0
7;-5;0.490000;7021000;24;0
6;-2;0.300000;6410000;18;0
3;-5;0.410000;7964000;57;0
4;-6;0.340000;4585000;85;1
6;-7;0.440000;6895000;33;0
5;-8;0.290000;7999000;29;0
4;-2;0.240000;8618000;56;0
6;-7;0.490000;7795000;31;0
4;-5;0.440000;5526000;36;0
4;-8;0.490000;6816000;56;0
4;-6;0.250000;7059000;48;0
6;-8;0.450000;7259000;72;1
4;-6;0.280000;6615000;17;0
7;-8;0.340000;8787000;43;0
5;-7;0.260000;7426000;87;0
8;-6;0.450000;4710000;49;0
3;-5;0.220000;4783000;70;0
8;-1;0.330000;8796000;69;0
3;-4;0.410000;7087000;72;0
3;-7;0.260000;5843000;39;0
8;-2;0.280000;8862000;63;0
6;-4;0.370000;4653000;66;0
4;-3;0.270000;5074000;35;0
6;-6;0.200000;6892000;34;0
7;-4;0.250000;8361000;25;0
7;-6;0.340000;8751000;86;0
6;-7;0.360000;6590000;19;0
7;-7;0.430000;8962000;16;0
4;-3;0.260000;4299000;57;0
4;-2;0.410000;7454000;57;0
4;-6;0.410000;4196000;13;0
7;-3;0.480000;6563000;10;0
5;-5;0.390000;4786000;72;0
8;-7;0.420000;7820000;16;0
5;-7;0.380000;4211000;64;0
4;-6;0.330000;4852000;51;0
4;-1;0.210000;4340000;14;0
3;-7;0.430000;7972000;44;0
5;-8;0.410000;6655000;16;0
6;-8;0.430000;7367000;51;0
6;-4;0.220000;6608000;20;0
6;-6;0.330000;8313000;29;0
6;-8;0.440000;4656000;57;1
3;-8;0.440000;6770000;35;0
7;-5;0.310000;5637000;84;0
5;-8;0.250000;7883000;25;0
3;-3;0.430000;6585000;10;0
3;-3;0.210000;7775000;48;0
8;-5;0.210000;7181000;55;0
8;-6;0.380000;5847000;40;0
8;-6;0.390000;5492000;58;0
6;-4;0.430000;6934000;89;0
3;-7;0.410000;8296000;31;0
5;-3;0.300000;6413000;51;0
7;-3;0.410000;7890000;89;0
6;-8;0.460000;4372000;40;1
6;-3;0.340000;7234000;88;0
5;-3;0.420000;6737000;23;0
8;-8;0.310000;7120000;31;0
6;-4;0.400000;5441000;35;0
4;-4;0.470000;4920000;10;0
6;-3;0.340000;8990000;30;0
5;-8;0.270000;7744000;36;0
4;-7;0.300000;5780000;60;0
3;-6;0.210000;6888000;24;0
5;-5;0.210000;6102000;60;0
5;-5;0.200000;5011000;43;0
8;-6;0.460000;5272000;35;0
8;-1;0.400000;5562000;66;0
7;-8;0.440000;4306000;45;0
4;-4;0.300000;8819000;33;0
5;-1;0.430000;6453000;49;0
4;-4;0.300000;8016000;29;0
8;-8;0.420000;6642000;85;1
5;-6;0.370000;4799000;73;0
5;-5;0.350000;8288000;33;0
3;-5;0.250000;8114000;89;0
7;-4;0.330000;5987000;30;0
6;-7;0.280000;5775000;51;0
8;-3;0.420000;8905000;52;1
8;-2;0.280000;7673000;58;0
7;-8;0.360000;5966000;22;0
7;-6;0.230000;5212000;52;0
8;-8;0.360000;7662000;57;0
8;-7;0.450000;8472000;21;0
3;-8;0.320000;5239000;52;0
3;-8;0.480000;8415000;52;0
7;-1;0.240000;8673000;44;0
6;-5;0.390000;4325000;45;0
7;-6;0.290000;6848000;71;0
3;-4;0.330000;5797000;22;0
3;-4;0.220000;6388000;41;0
8;-7;0.230000;7336000;73;1
3;-7;0.270000;6453000;35;0
6;-8;0.310000;7499000;43;0
3;-5;0.450000;4783000;78;0
7;-5;0.340000;7866000;57;0
6;-3;0.240000;5761000;25;0
8;-6;0.250000;8771000;89;1
5;-2;0.430000;6879000;81;0
6;-5;0.480000;8536000;43;1
6;-4;0.220000;7496000;47;0
4;-6;0.420000;5179000;71;0
8;-5;0.490000;7388000;57;1
3;-6;0.400000;6192000;72;0
3;-7;0.270000;5869000;45;0
5;-5;0.250000;5647000;59;0
3;-5;0.340000;6469000;22;0
6;-5;0.300000;8253000;13;0
4;-1;0.260000;8723000;29;0
3;-8;0.480000;4620000;88;1
7;-3;0.400000;4201000;44;0
7;-6;0.280000;6729000;56;0
3;-2;0.380000;8222000;54;0
4;-2;0.280000;8444000;52;0
5;-5;0.220000;5680000;33;0
5;-7;0.450000;4614000;77;0
8;-8;0.480000;7871000;32;1
7;-8;0.410000;7587000;53;0
5;-2;0.420000;4896000;82;0
4;-8;0.370000;8038000;29;0
7;-8;0.330000;6021000;46;0
7;-1;0.360000;5570000;55;0
6;-3;0.210000;6816000;61;0
3;-6;0.400000;7013000;46;0
4;-8;0.410000;8152000;89;0
4;-5;0.350000;7714000;19;0
8;-2;0.440000;7129000;25;0
3;-7;0.480000;6050000;55;1
8;-5;0.420000;8113000;66;1
5;-8;0.460000;8971000;23;0
8;-2;0.270000;8386000;17;0
3;-2;0.340000;8266000;14;0
7;-6;0.220000;8839000;73;0
6;-8;0.310000;6735000;15;0
8;-4;0.300000;5644000;38;0
4;-6;0.360000;5293000;63;1
3;-4;0.320000;5968000;51;0
7;-4;0.410000;8891000;33;0
3;-4;0.430000;7104000;28;0
4;-3;0.300000;5785000;25;0
6;-4;0.270000;8785000;42;0
3;-6;0.460000;8973000;26;0
5;-4;0.330000;6117000;39;0
3;-2;0.280000;4254000;26;0
5;-3;0.440000;8961000;12;0
3;-8;0.250000;5883000;46;0
8;-7;0.300000;4647000;26;0
4;-2;0.290000;4441000;14;0
8;-6;0.380000;5030000;87;1
4;-5;0.340000;5687000;34;0
6;-6;0.260000;4141000;67;0
4;-3;0.360000;5440000;54;0
8;-4;0.390000;6164000;10;0
3;-3;0.470000;6563000;71;0
8;-1;0.260000;5070000;19;0
7;-7;0.220000;4940000;42;0
6;-6;0.480000;7092000;81;1
6;-2;0.290000;6708000;46;0
5;-8;0.230000;8176000;23;0
5;-4;0.250000;6215000;87;0
8;-2;0.200000;6845000;74;0
7;-7;0.310000;8161000;22;0
8;-5;0.360000;4627000;13;0
5;-6;0.450000;7724000;45;0
5;-6;0.280000;5176000;23;0
8;-6;0.470000;5166000;76;1
8;-6;0.410000;4913000;18;0
4;-8;0.240000;4662000;65;0
5;-4;0.370000;4790000;41;0
3;-4;0.410000;8914000;42;0
7;-8;0.300000;4521000;22;0
5;-2;0.350000;5978000;53;0
7;-4;0.310000;6624000;40;0
4;-5;0.280000;7804000;11;0
5;-3;0.400000;4568000;62;0
4;-3;0.440000;6175000;23;0
3;-7;0.200000;6444000;55;0
6;-4;0.480000;7617000;13;0
5;-5;0.320000;6201000;35;0
3;-4;0.300000;7575000;17;0
7;-4;0.230000;4825000;78;0
3;-5;0.340000;6141000;66;0
6;-5;0.330000;5046000;49;1
7;-1;0.390000;7009000;64;0
8;-8;0.320000;6734000;85;0
3;-7;0.410000;5032000;48;0
8;-4;0.300000;8118000;67;0
6;-3;0.420000;4657000;26;0
8;-5;0.200000;5645000;54;0
4;-8;0.290000;6410000;17;0
4;-8;0.330000;7275000;15;0
6;-2;0.280000;6460000;43;0
6;-2;0.450000;5728000;21;0
4;-2;0.250000;4743000;32;0
4;-5;0.280000;7378000;75;0
7;-3;0.380000;6570000;84;0
8;-6;0.320000;6335000;26;0
8;-4;0.210000;6303000;51;0
3;-6;0.210000;8623000;80;0
7;-7;0.370000;7003000;52;0
5;-2;0.260000;4505000;78;0
4;-4;0.220000;7650000;25;0
8;-5;0.350000;7788000;42;0
3;-6;0.250000;8203000;50;0
8;-2;0.330000;6469000;53;0
3;-8;0.420000;4772000;57;0
5;-6;0.460000;8715000;87;1
8;-5;0.310000;7082000;72;0
3;-4;0.290000;5974000;55;0
6;-7;0.380000;6754000;18;0
7;-3;0.450000;8346000;11;0
4;-8;0.450000;6954000;14;0
7;-5;0.440000;8194000;26;0
3;-4;0.440000;7983000;15;0
6;-2;0.330000;5876000;63;0
